,player.id_in_group,player.wtp_voting_cost,player.wtp_voting_cost_pq,player.is_large_team,player.is_large_team_pq,player.is_winner,player.is_winner_pq,player.voting_cost,player.voting_cost_pq,player.vote,player.vote_pq,player.temp_payoff,player.temp_payoff_pq,group.small_team_vote_count,group.large_team_vote_count,group.small_team_win,group.small_team_vote_count_pq,group.large_team_vote_count_pq,group.small_team_win_pq,group.total_vote_count_pq,player.Q2_vote,player.Q2_vote_pq,player.Q2_no_vote,player.Q2_no_vote_pq,player.Q2_willingness_to_pay,player.Q2_willingness_to_pay_pq,player.Q3_vote,player.Q3_vote_pq,player.Q3_no_vote,player.Q3_no_vote_pq,player.Q3_willingness_to_pay,player.Q3_willingness_to_pay_pq,player.Q4_vote,player.Q4_vote_pq,player.Q4_no_vote,player.Q4_no_vote_pq,player.Q4_willingness_to_pay,player.Q4_willingness_to_pay_pq,player.Q5_vote,player.Q5_vote_pq,player.Q5_no_vote,player.Q5_no_vote_pq,player.Q5_willingness_to_pay,player.Q5_willingness_to_pay_pq,player.Q6_vote,player.Q6_vote_pq,player.Q6_no_vote,player.Q6_no_vote_pq,player.Q6_willingness_to_pay,player.Q6_willingness_to_pay_pq,treatment,round_num,session,sb_condition,bb_pq
0,1,5,0,1,0,1,1,31,4,0,0,50,50,2,4,0,1,3,1,4,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,1,0827_m_control,bs,
1,1,4,0,0,1,0,0,20,48,0,0,0,0,3,5,0,1,4,1,5,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,2,0827_m_control,sb,
2,1,10,15,1,1,1,0,31,6,0,1,50,-6,2,5,0,1,5,1,6,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,3,0827_m_control,bb,same
3,1,10,0,1,0,0,1,25,24,0,0,0,50,4,2,1,0,2,1,2,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,4,0827_m_control,bs,
4,1,15,5,1,1,1,0,13,28,1,0,37,0,3,4,0,0,4,1,4,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,5,0827_m_control,bb,same
5,1,4,0,0,1,1,0,50,38,0,0,50,0,3,2,1,0,2,1,2,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,6,0827_m_control,sb,
6,1,5,0,0,0,0,1,50,46,0,0,0,50,3,5,0,0,5,1,5,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,7,0827_m_control,ss,
7,1,10,0,1,0,0,1,29,30,0,0,0,50,4,2,1,0,2,1,2,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,8,0827_m_control,bs,
8,1,5,0,0,1,1,0,15,18,0,0,50,0,2,2,1,1,2,1,3,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,9,0827_m_control,sb,
9,1,15,0,1,1,0,0,19,38,0,0,0,0,3,2,1,0,2,1,2,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,10,0827_m_control,bb,same
10,1,10,0,1,1,0,0,39,36,0,0,0,0,1,1,1,1,1,1,2,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,11,0827_m_control,bb,same
11,1,10,0,0,0,1,1,2,16,1,0,48,50,3,1,1,0,1,1,1,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,12,0827_m_control,ss,
12,1,10,0,0,1,0,0,47,9,0,0,0,0,1,5,0,0,5,1,5,75,5,60,5,10,0,75,5,60,5,10,0,75,95,75,95,10,0,50,95,50,95,10,0,25,5,25,5,10,0,0,13,0827_m_control,sb,
